booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status,rebooked
INNHG_112647,48.0,Online,0,94.5,2,2,23-10-2021,0,2,Not Canceled,
INNHG_112648,11.0,Offline,0,88.5,2,2,23-10-2021,0,2,Not Canceled,
INNHG_112649,,Online,0,0.0,2,0,23-10-2021,0,1,Not Canceled,
INNHG_112650,43.0,Online,0,0.0,2,0,23-10-2021,0,1,Not Canceled,
INNHG_112651,37.0,Offline,0,,2,0,23-10-2021,0,1,Not Canceled,
INNHG_112652,,Offline,0,75.25,1,2,23-10-2021,0,2,Not Canceled,
INNHG_112653,,Offline,0,88.5,2,2,23-10-2021,0,2,Not Canceled,
INNHG_112654,48.0,Online,0,65.83,1,0,23-10-2021,0,1,Not Canceled,
INNHG_112655,52.0,Online,1,,2,0,23-10-2021,0,1,Not Canceled,
INNHG_112656,52.0,Online,3,94.5,2,1,23-10-2021,0,2,Not Canceled,
INNHG_112657,,Offline,0,,2,2,23-10-2021,0,2,Not Canceled,
INNHG_112658,11.0,Offline,0,,2,2,23-10-2021,0,2,Not Canceled,
INNHG_112659,11.0,Online,3,,1,2,23-10-2021,0,5,Not Canceled,
INNHG_112660,21.0,Online,1,,2,1,23-10-2021,0,2,Not Canceled,
INNHG_112661,37.0,Online,0,87.78,1,2,24-10-2021,0,5,Not Canceled,
INNHG_112662,32.0,Online,1,136.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112663,31.0,Online,1,120.42,3,2,24-10-2021,0,2,Not Canceled,
INNHG_112664,32.0,Online,1,136.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112665,32.0,Online,1,120.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112666,,Online,3,224.0,2,0,24-10-2021,1,1,Not Canceled,
INNHG_112667,32.0,Online,1,120.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112668,,Online,1,120.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112669,71.0,Online,2,,2,2,24-10-2021,0,1,Not Canceled,
INNHG_112670,61.0,Online,1,80.75,1,0,24-10-2021,0,1,Not Canceled,
INNHG_112671,40.0,Online,0,159.3,2,0,24-10-2021,0,1,Not Canceled,
INNHG_112672,32.0,Online,1,136.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112673,24.0,Online,2,145.0,2,0,24-10-2021,1,1,Not Canceled,
INNHG_112674,40.0,Online,0,96.3,2,0,24-10-2021,0,1,Not Canceled,
INNHG_112675,32.0,Online,1,136.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112676,81.0,Online,2,89.25,2,2,24-10-2021,0,3,Not Canceled,
INNHG_112677,45.0,Online,0,76.77,2,2,24-10-2021,0,2,Not Canceled,
INNHG_112678,32.0,Online,1,,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112679,45.0,Online,0,76.77,2,2,24-10-2021,0,2,Not Canceled,
INNHG_112680,32.0,Online,1,120.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112681,,Online,1,80.75,1,0,24-10-2021,0,1,Not Canceled,
INNHG_112682,14.0,Offline,0,103.84,2,2,24-10-2021,0,3,Not Canceled,
INNHG_112683,,Online,1,140.25,2,2,24-10-2021,0,2,Not Canceled,
INNHG_112684,32.0,Online,1,120.0,1,1,24-10-2021,0,1,Not Canceled,
INNHG_112685,296.0,Online,0,65.29,0,2,24-10-2021,0,4,Canceled,No
INNHG_112686,296.0,Online,0,56.01,2,2,24-10-2021,0,4,Canceled,No
INNHG_112687,,Offline,0,75.0,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112688,40.0,Online,0,71.64,1,2,25-10-2021,0,1,Not Canceled,
INNHG_112689,90.0,Online,0,89.25,2,2,25-10-2021,0,4,Not Canceled,
INNHG_112690,0.0,Offline,0,83.5,1,2,25-10-2021,0,0,Not Canceled,
INNHG_112691,25.0,Online,1,114.0,2,2,25-10-2021,0,1,Not Canceled,
INNHG_112692,,Offline,0,,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112693,47.0,Offline,1,198.68,2,2,25-10-2021,0,4,Not Canceled,
INNHG_112694,31.0,Offline,1,,2,2,25-10-2021,0,1,Not Canceled,
INNHG_112695,132.0,Online,1,89.25,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112696,60.0,Online,2,89.25,2,2,25-10-2021,0,2,Not Canceled,
INNHG_112697,31.0,Offline,1,75.0,2,2,25-10-2021,0,1,Not Canceled,
INNHG_112698,,Offline,2,159.75,2,2,25-10-2021,0,4,Not Canceled,
INNHG_112699,34.0,Offline,1,90.0,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112700,34.0,Online,0,,1,2,25-10-2021,0,1,Not Canceled,
INNHG_112701,69.0,Online,2,98.25,2,2,25-10-2021,0,1,Not Canceled,
INNHG_112702,,Offline,0,112.88,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112703,,Online,1,107.0,2,1,25-10-2021,0,0,Not Canceled,
INNHG_112704,122.0,Online,1,89.25,2,2,25-10-2021,0,2,Not Canceled,
INNHG_112705,31.0,Online,0,92.4,1,2,25-10-2021,0,0,Not Canceled,
INNHG_112706,44.0,Online,0,75.6,1,2,25-10-2021,0,0,Not Canceled,
INNHG_112707,132.0,Online,1,89.25,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112708,33.0,Offline,1,105.0,3,2,25-10-2021,0,3,Not Canceled,
INNHG_112709,,Offline,0,94.88,2,2,25-10-2021,0,3,Not Canceled,
INNHG_112710,,Online,0,94.8,1,2,25-10-2021,0,0,Not Canceled,
INNHG_112711,34.0,Online,0,,1,2,25-10-2021,0,1,Not Canceled,
INNHG_112712,30.0,Online,1,83.16,1,2,25-10-2021,0,3,Not Canceled,
INNHG_112713,81.0,Online,1,89.25,2,2,25-10-2021,0,2,Canceled,Yes
INNHG_112714,48.0,Online,0,94.5,2,2,25-10-2021,0,1,Canceled,No
INNHG_112715,81.0,Online,1,89.25,2,2,25-10-2021,0,2,Canceled,No
INNHG_112716,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112717,35.0,Offline,1,75.0,2,1,26-10-2021,0,2,Not Canceled,
INNHG_112718,32.0,Offline,1,68.0,2,1,26-10-2021,0,4,Not Canceled,
INNHG_112719,35.0,Offline,1,76.5,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112720,34.0,Offline,0,,1,1,26-10-2021,0,4,Not Canceled,
INNHG_112721,35.0,Offline,0,75.0,2,1,26-10-2021,0,3,Not Canceled,
INNHG_112722,16.0,Online,3,189.49,2,2,26-10-2021,0,5,Not Canceled,
INNHG_112723,,Online,1,94.5,2,1,26-10-2021,0,2,Not Canceled,
INNHG_112724,73.0,Online,1,89.25,2,1,26-10-2021,0,3,Not Canceled,
INNHG_112725,35.0,Offline,1,76.5,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112726,,Offline,1,90.0,2,1,26-10-2021,0,2,Not Canceled,
INNHG_112727,35.0,Offline,1,75.0,2,1,26-10-2021,0,2,Not Canceled,
INNHG_112728,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112729,0.0,Online,0,65.0,1,1,26-10-2021,0,0,Not Canceled,
INNHG_112730,42.0,Online,1,73.15,1,1,26-10-2021,0,4,Not Canceled,
INNHG_112731,34.0,Offline,0,,2,1,26-10-2021,0,4,Not Canceled,
INNHG_112732,32.0,Offline,1,68.0,2,1,26-10-2021,0,4,Not Canceled,
INNHG_112733,42.0,Online,1,98.36,2,2,26-10-2021,0,5,Not Canceled,
INNHG_112734,,Offline,1,76.5,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112735,35.0,Offline,1,,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112736,14.0,Online,2,136.0,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112737,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112738,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112739,40.0,Online,1,85.59,2,1,26-10-2021,0,5,Not Canceled,
INNHG_112740,6.0,Online,0,65.0,1,1,26-10-2021,0,1,Not Canceled,
INNHG_112741,21.0,Offline,0,94.0,2,1,26-10-2021,0,3,Not Canceled,
INNHG_112742,,Online,1,113.4,2,1,26-10-2021,0,4,Not Canceled,
INNHG_112743,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112744,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112745,18.0,Offline,1,77.0,1,1,26-10-2021,0,1,Not Canceled,
INNHG_112746,61.0,Offline,1,,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112747,31.0,Offline,0,75.0,2,1,26-10-2021,0,2,Not Canceled,
INNHG_112748,35.0,Offline,1,76.5,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112749,31.0,Offline,1,,2,1,26-10-2021,0,2,Not Canceled,
INNHG_112750,7.0,Offline,1,134.0,3,1,26-10-2021,1,3,Not Canceled,
INNHG_112751,24.0,Online,2,130.78,2,2,26-10-2021,0,5,Not Canceled,
INNHG_112752,61.0,Offline,1,72.24,2,1,26-10-2021,0,1,Not Canceled,
INNHG_112753,,Online,1,,1,0,27-10-2021,0,1,Not Canceled,
INNHG_112754,20.0,Online,2,196.0,2,0,27-10-2021,0,3,Not Canceled,
INNHG_112755,1.0,Online,0,120.0,1,0,27-10-2021,0,1,Not Canceled,
INNHG_112756,0.0,Online,0,65.0,1,0,27-10-2021,1,2,Not Canceled,
INNHG_112757,5.0,Online,0,65.0,1,0,27-10-2021,0,1,Not Canceled,
INNHG_112758,0.0,Online,0,,1,0,27-10-2021,0,2,Not Canceled,
INNHG_112759,7.0,Online,0,114.0,2,0,27-10-2021,0,1,Not Canceled,
INNHG_112760,0.0,Online,0,65.0,1,0,27-10-2021,0,2,Not Canceled,
INNHG_112761,28.0,Online,1,136.0,2,0,27-10-2021,0,2,Not Canceled,
INNHG_112762,63.0,Online,3,72.25,2,0,27-10-2021,0,5,Not Canceled,
INNHG_112763,,Offline,1,113.4,2,0,27-10-2021,0,3,Not Canceled,
INNHG_112764,40.0,Offline,2,113.4,2,0,27-10-2021,0,3,Not Canceled,
INNHG_112765,29.0,Offline,0,75.0,2,0,27-10-2021,0,3,Not Canceled,
INNHG_112766,116.0,Online,0,89.25,2,0,27-10-2021,0,3,Not Canceled,
INNHG_112767,41.0,Online,0,74.88,2,0,27-10-2021,0,4,Not Canceled,
INNHG_112768,,Online,0,65.0,1,0,27-10-2021,0,1,Not Canceled,
INNHG_112769,63.0,Online,3,72.25,2,0,27-10-2021,0,5,Not Canceled,
INNHG_112770,61.0,Online,1,74.61,2,0,27-10-2021,0,5,Not Canceled,
INNHG_112771,19.0,Online,1,95.0,1,0,27-10-2021,0,1,Not Canceled,
INNHG_112772,7.0,Online,1,92.4,1,0,28-10-2021,0,2,Not Canceled,
INNHG_112773,8.0,Online,0,109.25,2,0,28-10-2021,0,4,Not Canceled,
INNHG_112774,,Online,1,,2,0,28-10-2021,1,2,Not Canceled,
INNHG_112775,41.0,Online,3,120.0,1,0,28-10-2021,0,1,Not Canceled,
INNHG_112776,,Offline,1,,2,0,28-10-2021,0,4,Not Canceled,
INNHG_112777,57.0,Online,3,85.5,1,0,28-10-2021,0,2,Not Canceled,
INNHG_112778,41.0,Online,3,120.0,1,0,28-10-2021,0,1,Not Canceled,
INNHG_112779,,Offline,1,112.5,3,0,28-10-2021,0,4,Not Canceled,
INNHG_112780,,Online,0,65.0,1,0,28-10-2021,0,2,Not Canceled,
INNHG_112781,5.0,Offline,0,70.0,2,0,28-10-2021,0,4,Not Canceled,
INNHG_112782,40.0,Offline,0,75.0,2,0,28-10-2021,0,3,Not Canceled,
INNHG_112783,,Online,0,109.25,2,0,28-10-2021,0,4,Not Canceled,
INNHG_112784,61.0,Online,2,89.25,2,0,28-10-2021,0,2,Not Canceled,
INNHG_112785,5.0,Online,0,129.65,2,2,28-10-2021,1,4,Not Canceled,
INNHG_112786,65.0,Online,2,,2,0,28-10-2021,0,2,Not Canceled,
INNHG_112787,74.0,Online,1,,2,0,28-10-2021,0,2,Not Canceled,
INNHG_112788,33.0,Offline,0,77.4,2,1,28-10-2021,0,4,Not Canceled,
INNHG_112789,0.0,Online,1,0.0,2,0,28-10-2021,0,2,Not Canceled,
INNHG_112790,,Online,0,,2,0,28-10-2021,0,4,Not Canceled,
INNHG_112791,,Offline,0,75.0,2,0,28-10-2021,0,3,Not Canceled,
INNHG_112792,0.0,Online,0,,2,0,28-10-2021,0,2,Not Canceled,
INNHG_112793,5.0,Online,1,136.0,2,0,28-10-2021,0,3,Not Canceled,
INNHG_112794,23.0,Online,0,118.98,2,1,28-10-2021,0,4,Not Canceled,
INNHG_112795,,Online,1,,1,0,28-10-2021,0,2,Not Canceled,
INNHG_112796,57.0,Online,3,85.5,1,0,28-10-2021,0,2,Not Canceled,
INNHG_112797,59.0,Offline,0,85.0,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112798,59.0,Offline,0,,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112799,43.0,Online,3,90.9,1,0,29-10-2021,0,3,Not Canceled,
INNHG_112800,,Offline,0,75.0,1,0,29-10-2021,0,2,Not Canceled,
INNHG_112801,59.0,Online,2,72.25,2,0,29-10-2021,0,3,Not Canceled,
INNHG_112802,59.0,Offline,0,85.0,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112803,44.0,Online,2,,2,1,29-10-2021,0,3,Not Canceled,
INNHG_112804,15.0,Online,2,105.62,2,0,29-10-2021,0,3,Not Canceled,
INNHG_112805,,Offline,0,71.25,2,1,29-10-2021,0,3,Not Canceled,
INNHG_112806,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112807,152.0,Offline,0,56.52,2,1,29-10-2021,0,3,Not Canceled,
INNHG_112808,,Online,1,115.11,2,2,29-10-2021,0,5,Not Canceled,
INNHG_112809,6.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112810,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112811,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112812,59.0,Offline,0,85.0,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112813,8.0,Online,0,94.24,2,1,29-10-2021,0,3,Not Canceled,
INNHG_112814,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112815,34.0,Online,1,87.32,2,0,29-10-2021,0,3,Not Canceled,
INNHG_112816,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112817,65.0,Online,2,93.08,2,1,29-10-2021,0,3,Not Canceled,
INNHG_112818,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112819,,Offline,0,85.0,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112820,43.0,Online,3,96.3,2,0,29-10-2021,0,3,Not Canceled,
INNHG_112821,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112822,16.0,Online,1,135.0,2,0,29-10-2021,1,1,Not Canceled,
INNHG_112823,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112824,28.0,Offline,0,,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112825,0.0,Online,0,,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112826,58.0,Online,1,97.47,2,2,29-10-2021,0,3,Not Canceled,
INNHG_112827,0.0,Offline,0,,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112828,28.0,Offline,0,75.0,1,0,29-10-2021,0,2,Not Canceled,
INNHG_112829,,Offline,0,85.0,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112830,59.0,Offline,0,75.0,1,0,29-10-2021,0,2,Not Canceled,
INNHG_112831,62.0,Online,1,139.5,2,0,29-10-2021,0,1,Not Canceled,
INNHG_112832,59.0,Offline,0,85.0,2,0,29-10-2021,0,2,Not Canceled,
INNHG_112833,28.0,Offline,0,130.0,1,0,29-10-2021,0,1,Not Canceled,
INNHG_112834,59.0,Offline,0,75.0,1,0,29-10-2021,0,2,Not Canceled,
INNHG_112835,37.0,Offline,0,71.25,2,1,29-10-2021,0,3,Not Canceled,
INNHG_112836,59.0,Online,2,72.25,2,0,29-10-2021,0,3,Not Canceled,
INNHG_112837,,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112838,14.0,Offline,1,98.67,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112839,,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112840,9.0,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112841,0.0,Online,1,126.0,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112842,0.0,Offline,0,85.0,1,0,30-10-2021,0,2,Not Canceled,
INNHG_112843,,Offline,0,70.0,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112844,,Offline,2,72.25,2,0,30-10-2021,0,2,Not Canceled,
INNHG_112845,32.0,Offline,0,70.0,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112846,14.0,Offline,1,,1,1,30-10-2021,0,2,Not Canceled,
INNHG_112847,1.0,Online,0,,2,0,30-10-2021,1,2,Not Canceled,
INNHG_112848,39.0,Offline,0,60.0,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112849,45.0,Online,2,,2,0,30-10-2021,0,2,Not Canceled,
INNHG_112850,14.0,Offline,1,98.67,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112851,32.0,Offline,0,67.5,2,2,30-10-2021,0,2,Not Canceled,
INNHG_112852,58.0,Online,1,66.53,2,0,30-10-2021,0,2,Not Canceled,
INNHG_112853,6.0,Online,1,87.27,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112854,9.0,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112855,17.0,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112856,17.0,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112857,,Offline,0,,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112858,14.0,Offline,1,98.67,2,1,30-10-2021,0,2,Not Canceled,
INNHG_112859,,Offline,0,67.5,2,2,30-10-2021,0,2,Not Canceled,
INNHG_112860,17.0,Offline,0,95.0,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112861,58.0,Online,2,85.5,1,0,30-10-2021,0,1,Not Canceled,
INNHG_112862,0.0,Offline,0,62.0,1,2,30-10-2021,0,5,Not Canceled,
INNHG_112863,99.0,Online,0,65.0,2,2,30-10-2021,0,2,Canceled,Yes
INNHG_112864,99.0,Online,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112865,99.0,Online,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112866,99.0,Online,0,,2,2,30-10-2021,0,2,Canceled,No
INNHG_112867,99.0,Online,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112868,,Online,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112869,,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112870,,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,Yes
INNHG_112871,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112872,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,Yes
INNHG_112873,,Offline,0,,2,2,30-10-2021,0,2,Canceled,Yes
INNHG_112874,99.0,Offline,0,,2,2,30-10-2021,0,2,Canceled,No
INNHG_112875,,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112876,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112877,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112878,,Offline,0,,2,2,30-10-2021,0,2,Canceled,No
INNHG_112879,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112880,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,Yes
INNHG_112881,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112882,,Online,1,111.0,2,1,30-10-2021,0,2,Canceled,No
INNHG_112883,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112884,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112885,99.0,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112886,,Offline,0,,2,2,30-10-2021,0,2,Canceled,Yes
INNHG_112887,,Offline,0,65.0,2,2,30-10-2021,0,2,Canceled,No
INNHG_112888,99.0,Offline,0,,2,2,30-10-2021,0,2,Canceled,No
INNHG_112889,16.0,Online,1,95.0,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112890,15.0,Online,1,117.0,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112891,18.0,Online,1,78.54,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112892,38.0,Offline,1,64.72,2,2,31-10-2021,0,4,Not Canceled,
INNHG_112893,9.0,Online,1,87.0,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112894,43.0,Offline,0,65.0,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112895,,Offline,0,65.0,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112896,,Online,0,54.63,2,2,31-10-2021,0,5,Not Canceled,
INNHG_112897,9.0,Online,1,87.0,2,1,31-10-2021,0,1,Not Canceled,
INNHG_112898,0.0,Online,1,107.0,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112899,5.0,Online,0,105.33,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112900,33.0,Online,1,0.0,2,0,31-10-2021,0,0,Not Canceled,
INNHG_112901,,Offline,2,85.6,1,1,31-10-2021,0,1,Not Canceled,
INNHG_112902,18.0,Online,1,,2,2,31-10-2021,0,2,Not Canceled,
INNHG_112903,54.0,Online,2,139.5,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112904,18.0,Online,1,78.54,2,2,31-10-2021,0,1,Not Canceled,
INNHG_112905,5.0,Online,0,177.0,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112906,,Online,2,77.21,2,2,31-10-2021,0,2,Not Canceled,
INNHG_112907,26.0,Online,1,95.96,2,2,31-10-2021,0,5,Not Canceled,
INNHG_112908,44.0,Online,3,96.3,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112909,0.0,Online,0,0.0,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112910,45.0,Online,2,90.64,2,2,31-10-2021,0,5,Not Canceled,
INNHG_112911,12.0,Online,1,103.84,2,2,31-10-2021,0,2,Not Canceled,
INNHG_112912,44.0,Online,3,113.8,2,0,31-10-2021,0,1,Not Canceled,
INNHG_112913,8.0,Online,1,,2,2,31-10-2021,0,5,Not Canceled,
INNHG_112914,33.0,Offline,1,63.75,2,2,31-10-2021,0,2,Not Canceled,
INNHG_112915,75.0,Online,1,76.5,2,2,31-10-2021,0,2,Canceled,No
INNHG_112916,78.0,Online,1,89.25,2,3,31-10-2021,0,6,Canceled,No
INNHG_112917,0.0,Online,0,90.4,2,1,01-11-2021,0,0,Not Canceled,
INNHG_112918,41.0,Offline,1,60.0,2,2,01-11-2021,0,3,Not Canceled,
INNHG_112919,41.0,Offline,2,75.0,2,2,01-11-2021,0,3,Not Canceled,
INNHG_112920,34.0,Offline,0,60.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112921,,Online,0,65.0,1,1,01-11-2021,0,0,Not Canceled,
INNHG_112922,11.0,Online,1,87.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112923,24.0,Online,0,65.0,1,1,01-11-2021,0,0,Not Canceled,
INNHG_112924,11.0,Online,1,87.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112925,9.0,Online,1,75.0,1,2,01-11-2021,0,1,Not Canceled,
INNHG_112926,41.0,Offline,0,60.0,2,2,01-11-2021,0,2,Not Canceled,
INNHG_112927,,Online,0,90.09,1,2,01-11-2021,0,3,Not Canceled,
INNHG_112928,40.0,Offline,1,60.0,2,2,01-11-2021,0,3,Not Canceled,
INNHG_112929,67.0,Offline,0,32.71,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112930,26.0,Online,0,,2,2,01-11-2021,0,3,Not Canceled,
INNHG_112931,34.0,Offline,0,60.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112932,34.0,Offline,0,60.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112933,5.0,Online,0,,2,2,01-11-2021,0,2,Not Canceled,
INNHG_112934,62.0,Offline,0,,2,2,01-11-2021,0,2,Not Canceled,
INNHG_112935,26.0,Online,0,85.0,2,2,01-11-2021,0,3,Not Canceled,
INNHG_112936,34.0,Offline,0,,2,2,01-11-2021,0,3,Not Canceled,
INNHG_112937,,Online,0,105.0,2,2,01-11-2021,0,2,Not Canceled,
INNHG_112938,76.0,Online,1,72.25,2,2,01-11-2021,0,2,Not Canceled,
INNHG_112939,37.0,Offline,0,60.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112940,,Offline,0,32.71,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112941,11.0,Online,1,87.0,2,2,01-11-2021,0,1,Not Canceled,
INNHG_112942,10.0,Online,0,82.95,2,1,02-11-2021,1,4,Not Canceled,
INNHG_112943,4.0,Online,0,117.0,1,1,02-11-2021,0,2,Not Canceled,
INNHG_112944,35.0,Offline,0,60.0,2,1,02-11-2021,0,3,Not Canceled,
INNHG_112945,,Online,1,104.0,2,1,02-11-2021,0,1,Not Canceled,
INNHG_112946,,Online,1,85.5,2,1,02-11-2021,0,0,Not Canceled,
INNHG_112947,12.0,Offline,0,68.0,2,1,02-11-2021,0,5,Not Canceled,
INNHG_112948,156.0,Offline,0,45.87,2,1,02-11-2021,0,2,Not Canceled,
INNHG_112949,3.0,Online,1,79.0,1,1,02-11-2021,0,2,Not Canceled,
INNHG_112950,,Online,0,65.0,1,1,02-11-2021,0,0,Not Canceled,
INNHG_112951,,Offline,0,60.0,2,1,02-11-2021,0,3,Not Canceled,
INNHG_112952,82.0,Online,2,72.25,2,1,02-11-2021,0,2,Not Canceled,
INNHG_112953,21.0,Online,0,150.45,2,1,02-11-2021,0,3,Not Canceled,
INNHG_112954,42.0,Offline,0,60.0,2,1,02-11-2021,0,4,Not Canceled,
INNHG_112955,,Online,1,105.0,2,1,02-11-2021,0,2,Not Canceled,
INNHG_112956,0.0,Online,1,107.0,2,1,02-11-2021,0,4,Not Canceled,
INNHG_112957,28.0,Offline,0,,2,2,02-11-2021,0,5,Not Canceled,
INNHG_112958,7.0,Online,1,95.0,2,1,02-11-2021,0,3,Not Canceled,
INNHG_112959,40.0,Offline,0,,2,1,02-11-2021,0,3,Not Canceled,
INNHG_112960,14.0,Online,1,108.45,2,1,02-11-2021,1,3,Not Canceled,
INNHG_112961,5.0,Online,1,105.0,1,1,02-11-2021,0,2,Not Canceled,
INNHG_112962,3.0,Online,0,,1,1,02-11-2021,0,1,Not Canceled,
INNHG_112963,11.0,Online,1,73.95,2,1,02-11-2021,0,4,Not Canceled,
INNHG_112964,82.0,Online,1,72.25,2,1,02-11-2021,0,3,Canceled,No
INNHG_112965,17.0,Online,1,90.95,2,0,03-11-2021,0,5,Not Canceled,
INNHG_112966,1.0,Offline,0,80.0,2,0,03-11-2021,0,3,Not Canceled,
INNHG_112967,0.0,Online,0,101.0,1,0,03-11-2021,0,1,Not Canceled,
